Name,Overall,Potential,Value,Wage,AbilityScore,CostScore,Cluster
 L. Castro,77,77,7000000.0,20000.0,77.0,3510000.0,3
 H. Kane,85,90,46000000.0,140000.0,87.5,23070000.0,2
 Koo Ja Cheol,76,76,5500000.0,30000.0,76.0,2765000.0,1
 L. Ibáñez,69,69,825000.0,15000.0,69.0,420000.0,1
 M. Noble,77,77,6500000.0,100000.0,77.0,3300000.0,3
 K. Nakamura,73,73,1100000.0,8000.0,73.0,554000.0,1
 B. Johnson,72,72,1600000.0,30000.0,72.0,815000.0,1
 A. Mooy,77,78,8000000.0,20000.0,77.5,4010000.0,3
 E. Hallfreðsson,75,75,3100000.0,30000.0,75.0,1565000.0,1
 K. Kampl,82,84,23500000.0,60000.0,83.0,11780000.0,3
 L. Advíncula,72,73,2000000.0,40000.0,72.5,1020000.0,1
 P. Zieliński,79,86,14000000.0,60000.0,82.5,7030000.0,3
 Y. M'Vila,79,82,10500000.0,50000.0,80.5,5275000.0,3
 P. Pérez,77,77,6000000.0,30000.0,77.0,3015000.0,1
 A. Samaris,77,78,6500000.0,15000.0,77.5,3257500.0,3
 J. Kurtić,75,75,4099999.9999999995,30000.0,75.0,2064999.9999999998,1
 S. N'Zonzi,83,83,19000000.0,20000.0,83.0,9510000.0,3
 L. Podolski,80,80,12500000.0,15000.0,80.0,6257500.0,3
 M. Isla,76,76,4000000.0,50000.0,76.0,2025000.0,1
 Danilo Pereira,83,86,25500000.0,20000.0,84.5,12760000.0,3
 M. Obbadi,76,76,3200000.0,40000.0,76.0,1620000.0,1
 M. Kruse,81,81,16500000.0,40000.0,81.0,8270000.0,3
 T. Alderweireld,85,86,31000000.0,130000.0,85.5,15565000.0,2
 J. Jones,73,73,1400000.0,10000.0,73.0,705000.0,1
 B. Feilhaber,75,75,3400000.0,10000.0,75.0,1705000.0,1
 C. Chantôme,75,75,3900000.0,40000.0,75.0,1970000.0,1
 S. Salihović,75,75,3400000.0,15000.0,75.0,1707500.0,1
 J. Sala,73,78,3300000.0,30000.0,75.5,1665000.0,1
 Emilio Piodão,74,74,3100000.0,30000.0,74.0,1565000.0,1
 A. Duncan,76,82,7000000.0,50000.0,79.0,3525000.0,3
 B. Sagna,81,81,7000000.0,120000.0,81.0,3560000.0,3
 João Aurélio,75,75,3300000.0,10000.0,75.0,1655000.0,1
 J. Fuenzalida,75,75,3500000.0,9000.0,75.0,1754500.0,1
 M. Çağıran,74,79,3900000.0,20000.0,76.5,1960000.0,1
 B. Dejaegere,74,77,4099999.9999999995,15000.0,75.5,2057499.9999999998,1
 R. Rosales,77,77,5500000.0,20000.0,77.0,2760000.0,1
 T. Doumbia,70,70,1400000.0,20000.0,70.0,710000.0,1
 S. Davis,77,77,5500000.0,70000.0,77.0,2785000.0,1
 I. Afellay,79,79,9500000.0,80000.0,79.0,4790000.0,3
 O. Shatov,81,81,17500000.0,70000.0,81.0,8785000.0,3
 Elias Fontoira,73,73,1700000.0,1000.0,73.0,850500.0,1
 C. Adam,76,76,4700000.0,70000.0,76.0,2385000.0,1
 J. Roussillon,75,80,4600000.0,20000.0,77.5,2310000.0,1
 M. Hummels,88,88,43000000.0,200000.0,88.0,21600000.0,2
 M. Pašalić,76,85,8000000.0,40000.0,80.5,4020000.0,3
 S. Mané,82,85,26000000.0,120000.0,83.5,13060000.0,3
 L. Shaw,79,84,11500000.0,90000.0,81.5,5795000.0,3
 K. Honda,78,78,8000000.0,60000.0,78.0,4030000.0,3
 N. Keïta,80,85,19000000.0,40000.0,82.5,9520000.0,3
 G. Medel,82,82,16000000.0,80000.0,82.0,8040000.0,3
 R. Durmisi,73,80,3500000.0,20000.0,76.5,1760000.0,1
 F. Lemoine,75,75,3800000.0,30000.0,75.0,1915000.0,1
 D. Gibson,77,77,6500000.0,50000.0,77.0,3275000.0,3
 P. Groß,76,79,6500000.0,30000.0,77.5,3265000.0,3
 Raul García,74,75,3200000.0,20000.0,74.5,1610000.0,1
 Júnior Caiçara,74,74,2700000.0,15000.0,74.0,1357500.0,1
 M. Fellaini,79,79,8000000.0,120000.0,79.0,4060000.0,3
 G. Johnson,76,76,3300000.0,60000.0,76.0,1680000.0,1
 A. Pléa,79,86,15000000.0,40000.0,82.5,7520000.0,3
 M. Henriksen,75,80,5500000.0,30000.0,77.5,2765000.0,1
 Nosa,74,74,3500000.0,15000.0,74.0,1757500.0,1
 R. Funes Mori,78,81,10500000.0,60000.0,79.5,5280000.0,3
 E. Cambiasso,77,77,2400000.0,2000.0,77.0,1201000.0,1
 A. Costa,74,74,2800000.0,20000.0,74.0,1410000.0,1
 J. Veretout,77,83,9500000.0,30000.0,80.0,4765000.0,3
 A. Cresswell,76,77,4900000.0,90000.0,76.5,2495000.0,1
 A. Adnan,73,79,3400000.0,20000.0,76.0,1710000.0,1
 A. Elmohamady,74,74,2600000.0,30000.0,74.0,1315000.0,1
 P. Morales,76,76,4500000.0,15000.0,76.0,2257500.0,1
 Gabriel,77,82,9500000.0,20000.0,79.5,4760000.0,3
 R. Barkley,81,86,23000000.0,90000.0,83.5,11545000.0,3
 P. Aguilar,76,76,3700000.0,50000.0,76.0,1875000.0,1
 Camacho,81,84,17000000.0,30000.0,82.5,8515000.0,3
 J. Rodwell,75,78,5000000.0,40000.0,76.5,2520000.0,1
 Z. Gera,75,75,0.0,0.0,75.0,0.0,1
 S. Eto'o,81,81,6500000.0,20000.0,81.0,3260000.0,3
 M. Almirón,79,83,0.0,0.0,81.0,0.0,1
 K. Trippier,77,78,6500000.0,70000.0,77.5,3285000.0,3
 P. Capelle,74,74,3100000.0,20000.0,74.0,1560000.0,1
 D. Brosinski,75,75,3300000.0,20000.0,75.0,1660000.0,1
 G. Vural,72,72,1600000.0,15000.0,72.0,807500.0,1
 A. González,73,80,4099999.9999999995,40000.0,76.5,2069999.9999999998,1
 E. Şen,76,76,4300000.0,10000.0,76.0,2155000.0,1
 J. Ward-Prowse,76,84,7500000.0,50000.0,80.0,3775000.0,3
 J. Obi,73,76,3500000.0,40000.0,74.5,1770000.0,1
 M. de Roon,75,78,5000000.0,30000.0,76.5,2515000.0,1
 M. Gonalons,80,81,13000000.0,50000.0,80.5,6525000.0,3
 J. Sánchez Miño,72,73,2000000.0,15000.0,72.5,1007500.0,1
 D. Suárez,74,74,2600000.0,10000.0,74.0,1305000.0,1
 Paulo Mesqueira,70,70,1200000.0,15000.0,70.0,607500.0,1
 H. Ziyech,81,84,21500000.0,20000.0,82.5,10760000.0,3
 D. Baier,80,80,8500000.0,30000.0,80.0,4265000.0,3
 G. Zusi,70,70,975000.0,7000.0,70.0,491000.0,1
 M. Badelj,78,78,8500000.0,60000.0,78.0,4280000.0,3
 P. Diop,76,76,3800000.0,30000.0,76.0,1915000.0,1
 Rúben Neves,75,85,5000000.0,9000.0,80.0,2504500.0,3
 Zeca,74,74,2800000.0,2000.0,74.0,1401000.0,1
 D. Kaiser,73,73,2900000.0,40000.0,73.0,1470000.0,1
 J. Palmieri,74,74,2500000.0,40000.0,74.0,1270000.0,1
 João Pereira,76,76,3000000.0,30000.0,76.0,1515000.0,1
 Roberto Torres,77,77,7000000.0,30000.0,77.0,3515000.0,3
 Rômulo,74,74,3100000.0,7000.0,74.0,1553500.0,1
 M. Pereyra,76,77,6000000.0,50000.0,76.5,3025000.0,1
 L. Rupp,76,77,6000000.0,50000.0,76.5,3025000.0,1
 V. Kovalenko,75,87,7500000.0,2000.0,81.0,3751000.0,3
 J. Svensson,74,80,3900000.0,10000.0,77.0,1955000.0,1
 G. İnler,77,77,4000000.0,60000.0,77.0,2030000.0,1
 Illarramendi,79,80,11500000.0,40000.0,79.5,5770000.0,3
 Ismaily,77,78,6500000.0,2000.0,77.5,3251000.0,3
 Zurutuza,79,79,9500000.0,40000.0,79.0,4770000.0,3
 J. Ferri,76,79,6500000.0,40000.0,77.5,3270000.0,3
 L. López,79,79,7000000.0,30000.0,79.0,3515000.0,3
 W. Ben Yedder,81,82,20000000.0,20000.0,81.5,10010000.0,3
 J. Amavi,74,80,3900000.0,30000.0,77.0,1965000.0,1
 L. Vangioni,75,75,3000000.0,40000.0,75.0,1520000.0,1
 C. Brunt,69,69,650000.0,20000.0,69.0,335000.0,1
 G. Barry,80,80,2400000.0,70000.0,80.0,1235000.0,1
 M. Corujo,73,73,2000000.0,20000.0,73.0,1010000.0,1
 R. Cohade,74,74,2800000.0,20000.0,74.0,1410000.0,1
 V. Cáceres,75,75,0.0,0.0,75.0,0.0,1
 N. Gaitán,84,84,27500000.0,90000.0,84.0,13795000.0,2
 R. van Rhijn,74,77,3400000.0,20000.0,75.5,1710000.0,1
 Y. Sankharé,76,76,5500000.0,40000.0,76.0,2770000.0,1
 J. Clasie,78,81,10500000.0,70000.0,79.5,5285000.0,3
 Josué,76,76,5500000.0,40000.0,76.0,2770000.0,1
 B. André,76,79,5500000.0,40000.0,77.5,2770000.0,1
 F. Mussis,76,81,6000000.0,20000.0,78.5,3010000.0,3
 C. Träsch,77,77,5500000.0,60000.0,77.0,2780000.0,1
 R. Mason,74,77,3500000.0,30000.0,75.5,1765000.0,1
 D. Torbinskiy,72,72,1600000.0,30000.0,72.0,815000.0,1
 R. Ziegler,73,73,2100000.0,20000.0,73.0,1060000.0,1
 T. Barnetta,77,77,6000000.0,20000.0,77.0,3010000.0,1
 S. Al Faraj,72,72,2200000.0,30000.0,72.0,1115000.0,1
 Yuri,77,78,6500000.0,30000.0,77.5,3265000.0,3
 C. Peña,73,74,3300000.0,30000.0,73.5,1665000.0,1
 I. Köybaşı,74,74,2800000.0,50000.0,74.0,1425000.0,1
 J. Livermore,75,76,4600000.0,40000.0,75.5,2320000.0,1
 J. De Guzmán,77,77,7000000.0,20000.0,77.0,3510000.0,3
 Siqueira,75,75,2900000.0,30000.0,75.0,1465000.0,1
 S. Zuber,72,75,2200000.0,20000.0,73.5,1110000.0,1
 Y. Erdoğan,74,77,4200000.0,20000.0,75.5,2110000.0,1
 Jonas,83,83,19000000.0,20000.0,83.0,9510000.0,3
 Iago Aspas,83,83,23500000.0,40000.0,83.0,11770000.0,3
 D. Mertens,85,85,32000000.0,120000.0,85.0,16060000.0,2
 Coke,80,80,10500000.0,40000.0,80.0,5270000.0,3
 Tiago Pinto,74,74,2600000.0,20000.0,74.0,1310000.0,1
 S. Holmén,73,73,2200000.0,7000.0,73.0,1103500.0,1
 A. Emaná,75,75,2200000.0,10000.0,75.0,1105000.0,1
 Fran Mérida,73,74,2800000.0,20000.0,73.5,1410000.0,1
 J. Morrison,76,76,4900000.0,40000.0,76.0,2470000.0,1
 E. Barreto,74,74,2800000.0,30000.0,74.0,1415000.0,1
 Roque Mesa,82,82,16500000.0,30000.0,82.0,8265000.0,3
 A. Masuaku,75,81,4800000.0,60000.0,78.0,2430000.0,1
 P. Mpoku,76,79,6500000.0,2000.0,77.5,3251000.0,3
 C. Hourihane,73,76,3500000.0,40000.0,74.5,1770000.0,1
 L. Pellegrini,77,83,9500000.0,40000.0,80.0,4770000.0,3
 J. Campbell,77,80,8500000.0,15000.0,78.5,4257500.0,3
 R. Hamouma,79,79,9500000.0,50000.0,79.0,4775000.0,3
 J. Schmid,74,74,3500000.0,20000.0,74.0,1760000.0,1
 L. Melgarejo,75,76,4900000.0,40000.0,75.5,2470000.0,1
 S. Mauri,73,73,325000.0,4000.0,73.0,164500.0,1
 R. Bertrand,80,80,12000000.0,70000.0,80.0,6035000.0,3
 S. Gashi,72,72,2100000.0,7000.0,72.0,1053500.0,1
 J. Briand,79,79,9500000.0,40000.0,79.0,4770000.0,3
 Léo Matos,73,73,2000000.0,2000.0,73.0,1001000.0,1
 J. Akpa Akpro,74,79,4500000.0,20000.0,76.5,2260000.0,1
 S. Kums,76,76,5000000.0,30000.0,76.0,2515000.0,1
 O. Pineda,75,83,6000000.0,20000.0,79.0,3010000.0,3
 I. Slimani,82,82,20500000.0,100000.0,82.0,10300000.0,3
 Claudiano Sobrino,74,74,2000000.0,15000.0,74.0,1007500.0,1
 Castro,74,74,3400000.0,20000.0,74.0,1710000.0,1
 N. Chadli,78,78,8500000.0,40000.0,78.0,4270000.0,3
 J. Toornstra,77,77,7000000.0,20000.0,77.0,3510000.0,3
 F. Acheampong,74,79,4500000.0,20000.0,76.5,2260000.0,1
 S. Siani,72,72,2000000.0,15000.0,72.0,1007500.0,1
 N. Mendy,77,82,8000000.0,50000.0,79.5,4025000.0,3
 K. Demirbay,78,82,11000000.0,40000.0,80.0,5520000.0,3
 H. Medunjanin,73,73,1900000.0,9000.0,73.0,954500.0,1
 Sidney Pessinho,77,80,7500000.0,1000.0,78.5,3750500.0,3
 G. Xhaka,82,86,22500000.0,100000.0,84.0,11300000.0,3
 M. Darmian,80,81,13500000.0,110000.0,80.5,6805000.0,3
 D. Türüç,75,81,5500000.0,20000.0,78.0,2760000.0,1
 Ibai Gómez,76,76,5500000.0,30000.0,76.0,2765000.0,1
 D. Fletcher,76,76,4000000.0,40000.0,76.0,2020000.0,1
 A. Doucouré,77,84,8500000.0,40000.0,80.5,4270000.0,3
 E. Salvio,79,79,10500000.0,20000.0,79.0,5260000.0,3
 D. Williams,71,71,1600000.0,20000.0,71.0,810000.0,1
 V. Germain,80,81,17000000.0,70000.0,80.5,8535000.0,3
 Denis Suárez,80,87,20000000.0,140000.0,83.5,10070000.0,3
 P. Souaré,75,76,3800000.0,50000.0,75.5,1925000.0,1
 M. Boland,71,71,1500000.0,20000.0,71.0,760000.0,1
 J. Walters,75,75,3300000.0,60000.0,75.0,1680000.0,1
 S. Padoin,74,74,2500000.0,50000.0,74.0,1275000.0,1
 T. Motta,81,81,7500000.0,80000.0,81.0,3790000.0,3
 Y. Gourcuff,79,79,10000000.0,60000.0,79.0,5030000.0,3
 Lucas Pérez,81,81,17500000.0,130000.0,81.0,8815000.0,3
 Nacho Monreal,80,80,10000000.0,110000.0,80.0,5055000.0,3
 T. Stepanenko,80,81,13500000.0,2000.0,80.5,6751000.0,3
 R. Malinovskyi,73,79,3900000.0,15000.0,76.0,1957500.0,1
 Dalbert,77,84,8500000.0,30000.0,80.5,4265000.0,3
 Montoya,77,80,7000000.0,30000.0,78.5,3515000.0,3
 A. Gignac,81,81,16000000.0,80000.0,81.0,8040000.0,3
 F. Viviani,75,79,5500000.0,40000.0,77.0,2770000.0,1
 C. Săpunaru,73,73,0.0,0.0,73.0,0.0,1
 J. Jankto,76,87,9000000.0,20000.0,81.5,4510000.0,3
 A. Oxlade-Chamberlain,80,85,19000000.0,100000.0,82.5,9550000.0,3
 J. Boateng,89,89,50000000.0,200000.0,89.0,25100000.0,2
 V. van Dijk,83,86,25500000.0,70000.0,84.5,12785000.0,3
 M. Sow,79,79,9500000.0,80000.0,79.0,4790000.0,3
 R. Sambueza,76,76,4000000.0,30000.0,76.0,2015000.0,1
 O. El Kaddouri,78,79,10000000.0,15000.0,78.5,5007500.0,3
 K. Källström,77,77,4300000.0,8000.0,77.0,2154000.0,1
 C. Mayada,73,73,2400000.0,20000.0,73.0,1210000.0,1
 Nolito,81,81,16000000.0,150000.0,81.0,8075000.0,3
 G. Krychowiak,82,84,20000000.0,90000.0,83.0,10045000.0,3
 Enzo Merques,71,71,925000.0,1000.0,71.0,463000.0,1
 L. Bittencourt,77,83,9500000.0,30000.0,80.0,4765000.0,3
 Lucas Vázquez,82,83,23500000.0,180000.0,82.5,11840000.0,3
 H. Arter,75,76,4600000.0,50000.0,75.5,2325000.0,1
 F. Schär,76,79,5500000.0,40000.0,77.5,2770000.0,1
 Edercinho Sepa,74,74,2700000.0,20000.0,74.0,1360000.0,1
 V. Kavlak,73,73,2400000.0,50000.0,73.0,1225000.0,1
 M. Fabián,78,78,9000000.0,30000.0,78.0,4515000.0,3
 J. Farfán,79,79,8500000.0,60000.0,79.0,4280000.0,3
 A. Silva,73,73,3100000.0,20000.0,73.0,1560000.0,1
 M. Britos,76,76,5500000.0,30000.0,76.0,2765000.0,1
 Sergio Busquets,86,86,32000000.0,225000.0,86.0,16112500.0,2
 A. Konko,74,74,1900000.0,30000.0,74.0,965000.0,1
 B. Watson,73,73,2600000.0,40000.0,73.0,1320000.0,1
 Luiz Gustavo,82,82,16000000.0,80000.0,82.0,8040000.0,3
 O. Manyisa,76,76,5000000.0,2000.0,76.0,2501000.0,1
 M. Schmelzer,80,80,11000000.0,60000.0,80.0,5530000.0,3
 D. Cataldi,75,83,6000000.0,20000.0,79.0,3010000.0,3
 O. Şahan,75,75,3800000.0,30000.0,75.0,1915000.0,1
 Y. Nagatomo,75,75,3000000.0,50000.0,75.0,1525000.0,1
 R. Elm,75,75,3900000.0,7000.0,75.0,1953500.0,1
 Y. Gerhardt,76,84,7500000.0,50000.0,80.0,3775000.0,3
 M. Salah,82,85,26000000.0,80000.0,83.5,13040000.0,3
 F. Kessié,75,85,6000000.0,15000.0,80.0,3007500.0,3
 A. Trebel,75,77,4800000.0,20000.0,76.0,2410000.0,1
 H. Henao,72,72,1600000.0,2000.0,72.0,801000.0,1
 S. Wuytens,73,74,2800000.0,15000.0,73.5,1407500.0,1
 Ronaldo Cabrais,76,78,6500000.0,15000.0,77.0,3257500.0,3
 M. Hasebe,77,77,4000000.0,30000.0,77.0,2015000.0,1
 B. Kayal,73,73,2800000.0,50000.0,73.0,1425000.0,1
 F. Vázquez,82,82,20500000.0,30000.0,82.0,10265000.0,3
 A. Hurtado,75,75,4000000.0,15000.0,75.0,2007500.0,1
 Douglas Santos,75,81,4800000.0,30000.0,78.0,2415000.0,1
 C. Riveros,76,76,0.0,0.0,76.0,0.0,1
 M. Valdifiori,77,77,5000000.0,40000.0,77.0,2520000.0,1
 J. Mascherano,84,84,17000000.0,200000.0,84.0,8600000.0,3
 L. De Silvestri,76,76,4000000.0,40000.0,76.0,2020000.0,1
 A. Hahn,77,78,8500000.0,40000.0,77.5,4270000.0,3
 Q. Promes,81,84,21000000.0,50000.0,82.5,10525000.0,3
 Kiko Femenía,74,77,3400000.0,20000.0,75.5,1710000.0,1
 David Villa,82,82,10500000.0,15000.0,82.0,5257500.0,3
 Juan Mata,85,85,33000000.0,180000.0,85.0,16590000.0,2
 S. Doumbia,79,79,10500000.0,40000.0,79.0,5270000.0,3
 L. Sané,82,91,31000000.0,120000.0,86.5,15560000.0,2
 André Horta,75,83,5500000.0,8000.0,79.0,2754000.0,3
 N. Sansone,79,82,13500000.0,40000.0,80.5,6770000.0,3
 G. van der Wiel,76,76,4000000.0,60000.0,76.0,2030000.0,1
 H. Fallatah,71,71,1100000.0,20000.0,71.0,560000.0,1
 K. Mbappé,79,92,17000000.0,40000.0,85.5,8520000.0,3
 P. van Aanholt,75,76,3900000.0,50000.0,75.5,1975000.0,1
 D. Berardi,81,83,21000000.0,60000.0,82.0,10530000.0,3
 A. Acquah,73,77,3700000.0,30000.0,75.0,1865000.0,1
 L. Arias,70,70,850000.0,4000.0,70.0,427000.0,1
 A. Frączczak,69,69,1000000.0,7000.0,69.0,503500.0,1
 J. McClean,74,74,3400000.0,40000.0,74.0,1720000.0,1
 M. Zeegelaar,75,76,3900000.0,10000.0,75.5,1955000.0,1
 Juankar,74,75,3200000.0,20000.0,74.5,1610000.0,1
 Fran Rico,77,77,5500000.0,20000.0,77.0,2760000.0,1
 D. Stephens,74,74,3400000.0,50000.0,74.0,1725000.0,1
 E. Ruud,71,71,925000.0,5000.0,71.0,465000.0,1
 P. Bengtsson,73,73,2200000.0,20000.0,73.0,1110000.0,1
 M. Vejinović,73,74,3300000.0,20000.0,73.5,1660000.0,1
 Nélson Semedo,80,86,16500000.0,15000.0,83.0,8257500.0,3
 Hong Chul,74,75,3200000.0,5000.0,74.5,1602500.0,1
 G. Kondogbia,76,80,6000000.0,50000.0,78.0,3025000.0,3
 K. Gibbs,78,78,7000000.0,90000.0,78.0,3545000.0,3
 G. Escalante,78,85,10500000.0,20000.0,81.5,5260000.0,3
 R. Tesche,70,70,1000000.0,15000.0,70.0,507500.0,1
 P. Højbjerg,75,81,5500000.0,40000.0,78.0,2770000.0,1
 R. Álvarez,76,76,5000000.0,40000.0,76.0,2520000.0,1
 S. Johansen,74,77,4099999.9999999995,30000.0,75.5,2064999.9999999998,1
 E. Cascione,73,73,2200000.0,6000.0,73.0,1103000.0,1
 L. Baker,74,82,4900000.0,10000.0,78.0,2455000.0,1
 S. Uçan,74,83,5000000.0,40000.0,78.5,2520000.0,1
 T. Walcott,81,81,16500000.0,120000.0,81.0,8310000.0,3
 Éber Bessa,73,76,3600000.0,10000.0,74.5,1805000.0,1
 Javi García,78,78,6500000.0,60000.0,78.0,3280000.0,3
 Fábio,75,76,3900000.0,30000.0,75.5,1965000.0,1
 N. Tagliafico,78,83,9500000.0,20000.0,80.5,4760000.0,3
 Morales,78,78,8000000.0,15000.0,78.0,4007500.0,3
 A. Aquilani,76,76,4300000.0,50000.0,76.0,2175000.0,1
 N. Fekir,80,86,20000000.0,40000.0,83.0,10020000.0,3
 E. Gutiérrez,76,84,7500000.0,30000.0,80.0,3765000.0,3
 O. Kuzmin,74,74,500000.0,30000.0,74.0,265000.0,1
 D. Santon,76,78,5000000.0,50000.0,77.0,2525000.0,1
 O. Adın,70,70,1200000.0,15000.0,70.0,607500.0,1
 L. Ponzio,76,76,1600000.0,20000.0,76.0,810000.0,1
 J. Lens,80,80,13500000.0,70000.0,80.0,6785000.0,3
 J. Hernández,73,73,2400000.0,30000.0,73.0,1215000.0,1
 Bernardo Silva,83,90,32500000.0,50000.0,86.5,16275000.0,2
 T. Moulin,71,72,1600000.0,9000.0,71.5,804500.0,1
 L. Vilsvik,72,72,1700000.0,4000.0,72.0,852000.0,1
 Z. Tošić,79,79,9500000.0,80000.0,79.0,4790000.0,3
 N. Lodeiro,78,78,8500000.0,10000.0,78.0,4255000.0,3
 Luíz Carlos,75,75,2900000.0,20000.0,75.0,1460000.0,1
 D. D'Ambrosio,75,75,3300000.0,50000.0,75.0,1675000.0,1
 Recio,77,81,7500000.0,20000.0,79.0,3760000.0,3
 M. Ritchie,76,76,5500000.0,50000.0,76.0,2775000.0,1
 Diego Costa,86,86,41000000.0,250000.0,86.0,20625000.0,2
 M. Olsson,75,75,3100000.0,50000.0,75.0,1575000.0,1
 M. Braithwaite,77,80,9000000.0,30000.0,78.5,4515000.0,3
 Sandro,76,77,4900000.0,15000.0,76.5,2457500.0,1
 J. Berthomier,69,70,1100000.0,5000.0,69.5,552500.0,1
 R. Espinoza,71,71,1500000.0,7000.0,71.0,753500.0,1
 Pedro Obiang,77,82,8000000.0,80000.0,79.5,4040000.0,3
 M. Jojić,74,77,4200000.0,20000.0,75.5,2110000.0,1
 C. Rodríguez,75,75,0.0,0.0,75.0,0.0,1
 M. Lowton,76,76,4200000.0,40000.0,76.0,2120000.0,1
 L. Ciman,75,75,2900000.0,9000.0,75.0,1454500.0,1
 B. Jokič,76,76,3700000.0,30000.0,76.0,1865000.0,1
 W. Khazri,79,80,11500000.0,50000.0,79.5,5775000.0,3
 M. Izco,76,76,3200000.0,20000.0,76.0,1610000.0,1
 Héctor Bellerín,80,88,18000000.0,80000.0,84.0,9040000.0,3
 S. Pocognoli,73,73,2200000.0,50000.0,73.0,1125000.0,1
 C. Kouyaté,77,80,7000000.0,90000.0,78.5,3545000.0,3
 S. Kljestan,75,75,3800000.0,10000.0,75.0,1905000.0,1
 L. Bonucci,87,87,34000000.0,180000.0,87.0,17090000.0,2
 G. Pizarro,78,80,8500000.0,60000.0,79.0,4280000.0,3
 J. Draxler,83,86,30000000.0,80000.0,84.5,15040000.0,2
 M. Bodmer,77,77,3100000.0,30000.0,77.0,1565000.0,1
 S. Quinn,70,70,1200000.0,20000.0,70.0,610000.0,1
 C. Kaboré,77,77,5500000.0,50000.0,77.0,2775000.0,1
 Wendell,78,84,10000000.0,40000.0,81.0,5020000.0,3
 B. Ivanović,80,80,8000000.0,70000.0,80.0,4035000.0,3
 J. Ortiz,73,73,2200000.0,15000.0,73.0,1107500.0,1
 L. Cigarini,76,76,4700000.0,40000.0,76.0,2370000.0,1
 Hernani,75,82,5000000.0,40000.0,78.5,2520000.0,1
 A. Poli,76,77,6000000.0,50000.0,76.5,3025000.0,1
 Aduriz,84,84,11500000.0,40000.0,84.0,5770000.0,3
 A. Ring,73,77,3100000.0,8000.0,75.0,1554000.0,1
 W. Sneijder,83,83,18500000.0,50000.0,83.0,9275000.0,3
 Baiano,77,77,5000000.0,15000.0,77.0,2507500.0,1
 Miguel Lopes,78,78,6000000.0,20000.0,78.0,3010000.0,3
 H. Kekana,73,73,0.0,0.0,73.0,0.0,1
 Elustondo,74,74,2500000.0,7000.0,74.0,1253500.0,1
 Adrián González,76,76,5000000.0,20000.0,76.0,2510000.0,1
 M. Depay,79,84,13500000.0,40000.0,81.5,6770000.0,3
 Welington Dano,76,76,4000000.0,20000.0,76.0,2010000.0,1
 V. Denisov,80,80,10500000.0,50000.0,80.0,5275000.0,3
 L. Krejčí,77,80,9000000.0,50000.0,78.5,4525000.0,3
 E. Didot,75,75,3100000.0,20000.0,75.0,1560000.0,1
 Vitolo,83,83,24000000.0,30000.0,83.0,12015000.0,3
 O. Martínez,73,73,2600000.0,20000.0,73.0,1310000.0,1
 Falcao,82,82,19000000.0,70000.0,82.0,9535000.0,3
 I. Popov,77,77,7000000.0,50000.0,77.0,3525000.0,3
 V. Vada,75,82,5500000.0,30000.0,78.5,2765000.0,3
 Everton Andrão,76,76,3100000.0,20000.0,76.0,1560000.0,1
 Bruno Gaspar,75,82,4900000.0,9000.0,78.5,2454500.0,1
 José Callejón,83,83,22500000.0,90000.0,83.0,11295000.0,3
 J. Van Damme,77,77,0.0,0.0,77.0,0.0,1
 B. Assou-Ekotto,71,71,925000.0,15000.0,71.0,470000.0,1
 B. Dja Djédjé,77,80,7000000.0,50000.0,78.5,3525000.0,3
 B. Alemán,73,73,3000000.0,15000.0,73.0,1507500.0,1
 Y. Al Shahrani,74,79,3800000.0,30000.0,76.5,1915000.0,1
 W. Ayoví,71,71,0.0,20000.0,71.0,10000.0,1
 P. Kadeřábek,78,83,9500000.0,40000.0,80.5,4770000.0,3
 Yoon Bit Garam,70,70,1100000.0,5000.0,70.0,552500.0,1
 C. Grenier,75,78,5000000.0,50000.0,76.5,2525000.0,1
 J. Cortés,70,70,1400000.0,15000.0,70.0,707500.0,1
 T. Matlaba,74,74,2600000.0,2000.0,74.0,1301000.0,1
 F. Gago,77,77,5000000.0,20000.0,77.0,2510000.0,1
 J. Louis,71,76,2200000.0,15000.0,73.5,1107500.0,1
 Y. Carrasco,84,88,37000000.0,80000.0,86.0,18540000.0,2
 M. Suttner,74,74,2500000.0,20000.0,74.0,1260000.0,1
 Pedrinho,73,80,4000000.0,10000.0,76.5,2005000.0,1
 G. Dorrans,74,74,3100000.0,40000.0,74.0,1570000.0,1
 S. Radu,79,79,7500000.0,60000.0,79.0,3780000.0,3
 William Carvalho,83,86,25500000.0,15000.0,84.5,12757500.0,3
 Diogo Figueiras,74,77,3400000.0,2000.0,75.5,1701000.0,1
 Guilherme,76,78,5500000.0,20000.0,77.0,2760000.0,1
 Oswaldito Cuba,73,73,1600000.0,15000.0,73.0,807500.0,1
 D. Marney,72,72,1600000.0,30000.0,72.0,815000.0,1
 O. Al Soma,79,79,10500000.0,60000.0,79.0,5280000.0,3
 R. Bazoer,75,84,5500000.0,30000.0,79.5,2765000.0,3
 M. Feulner,70,70,375000.0,15000.0,70.0,195000.0,1
 M. Uribe,71,74,2000000.0,5000.0,72.5,1002500.0,1
 P. Ebert,73,73,2700000.0,15000.0,73.0,1357500.0,1
 L. Vietto,79,86,15000000.0,20000.0,82.5,7510000.0,3
 Nsue,72,73,2000000.0,15000.0,72.5,1007500.0,1
 F. Coquelin,79,80,10000000.0,100000.0,79.5,5050000.0,3
